product_id,product_brand,product_name,product_sku,product_retail_price,product_cost,product_weight,recyclable,low_fat
1054,Bird Call,Bird Call Toothpaste,94855292439,1.48,0.68,14,,
1055,Bird Call,Bird Call Deodorant,40712446570,1.62,0.58,17.6,,
1056,Bird Call,Bird Call Conditioning Shampoo,77242599129,2.93,0.94,15.3,1,
1057,Bird Call,Bird Call Extra Moisture Shampoo,69916102290,1.43,0.56,18.9,1,
1058,Bird Call,Bird Call Angled Toothbrush,75684021115,2.76,1.32,14.4,1,
1059,Bird Call,Bird Call Apricot Shampoo,61497420668,2.28,0.82,16.2,1,
1060,Bird Call,Bird Call Childrens Aspirin,36503105759,2.87,1.18,19.9,,
1061,Bird Call,Bird Call Buffered Aspirin,57652141451,1.66,0.75,15.4,,
1062,Bird Call,Bird Call 200 MG Ibuprofen,67993462681,2.38,0.95,19,1,
1063,Bird Call,Bird Call 200 MG Acetominifen,58380264639,3.18,1.05,20.5,1,
1064,Bird Call,Bird Call HCL Nasal Spray,92840180993,0.54,0.26,17.3,1,
1065,Bird Call,Bird Call Dishwasher Detergent,52464749217,1.88,0.88,20.9,1,
1066,Bird Call,Bird Call Multi-Symptom Cold Remedy,91281602978,2.89,1.24,17.3,,
1067,Bird Call,Bird Call Childrens Cold Remedy,20143937468,1.74,0.71,12.8,1,
1068,Bird Call,Bird Call Laundry Detergent,52100687623,2.11,0.93,16.5,,
1069,Bird Call,Bird Call Mint Mouthwash,16298658251,0.57,0.25,18,,
1070,High Quality,High Quality 60 Watt Lightbulb,83591044545,3.51,1.4,21.6,,
1071,High Quality,High Quality Plastic Forks,40928911566,2.64,1.06,18.4,,
1072,High Quality,High Quality Plastic Spoons,77459064126,1.95,0.59,20.2,1,
1073,High Quality,High Quality Plastic Knives,58915526270,3.45,1.41,7.86,1,
1074,High Quality,High Quality C-Size Batteries,64683445096,3.13,1.35,19.3,1,
1075,High Quality,High Quality 100 Watt Lightbulb,50496844649,1.54,0.59,20.8,,
1076,High Quality,High Quality AAA-Size Batteries,91600399613,3.24,1.56,8.48,,
1077,High Quality,High Quality Paper Plates,46651565432,3.68,1.47,19.9,,
1078,High Quality,High Quality Paper Cups,56992886662,1.64,0.72,7.63,,
1079,High Quality,High Quality 75 Watt Lightbulb,47379688620,2.21,1.06,21.3,,
1080,High Quality,High Quality Toilet Bowl Cleaner,50860906243,2.19,1.03,21.8,1,
1081,High Quality,High Quality Counter Cleaner,63898255228,2.91,1.08,9.51,,
1082,High Quality,High Quality Glass Cleaner,12715108990,1.91,0.57,21.9,1,
1083,High Quality,High Quality 25 Watt Lightbulb,31577443480,0.5,0.2,9.61,1,
1084,High Quality,High Quality AA-Size Batteries,39632063508,1.37,0.55,10.1,1,
1085,High Quality,High Quality D-Size Batteries,27732164263,2.24,0.92,6.88,,
1086,High Quality,High Quality Paper Towels,95024550557,2.53,0.91,10.5,,
1087,High Quality,High Quality Soft Napkins,52362417578,1.66,0.78,7.26,,
1088,High Quality,High Quality Scented Tissue,88892570137,3.32,1.39,19.7,,
1089,High Quality,High Quality Toilet Paper,81566073298,2.47,1.06,7.36,1,
1090,High Quality,High Quality Tissues,76116951107,2.15,0.95,7.88,1,
1091,High Quality,High Quality Scented Toilet Tissue,38028220534,3.56,1.14,11.5,1,
1092,High Quality,High Quality Room Freshener,13033905625,2.38,0.98,7.97,1,
1093,High Quality,High Quality Frying Pan,34182941317,2.81,1.15,20.7,1,
1094,High Quality,High Quality Copper Cleaner,68426392674,3.77,1.58,8.39,1,
1095,High Quality,High Quality Bees Wax Candles,58813194632,1.58,0.49,9.85,,
1096,High Quality,High Quality Silver Cleaner,62294412255,2.56,0.79,13.5,1,
1097,High Quality,High Quality Copper Pot Scrubber,21918980479,2.15,0.73,9.01,,
1098,High Quality,High Quality Economy Toilet Brush,60735834240,1.39,0.61,21.7,1,
1099,High Quality,High Quality Scissors,94492883086,3.24,1.33,9.42,1,
1100,High Quality,High Quality Large Sponge,12547503113,0.72,0.22,20.9,1,
1101,High Quality,High Quality Screw Driver,90647603869,2.62,1.23,7.64,1,
1102,Genteel,Genteel Extra Lean Hamburger,67939990162,1.9,0.86,11.3,1,
1103,Genteel,Genteel Seasoned Hamburger,25277857184,1.15,0.45,11.1,1,
1104,Mighty Good,Mighty Good Monthly Sports Magazine,61808009743,2.45,1.1,15,,
1105,Mighty Good,Mighty Good Monthly Auto Magazine,54481512904,1.85,0.76,13.7,,
1106,Mighty Good,Mighty Good Monthly Computer Magazine,60249431729,1.52,0.47,6.5,,
1107,Mighty Good,Mighty Good Monthly Home Magazine,10943660140,2.7,0.89,18.3,,
1108,Mighty Good,Mighty Good Monthly Fashion Magazine,75949345231,1.64,0.67,18.3,1,
1109,Tri-State,Tri-State Summer Squash,97098380923,0.55,0.24,19.2,,
1110,Tri-State,Tri-State Corn on the Cob,41341832280,2.8,1.32,12.7,,
1111,Tri-State,Tri-State Asparagus,31728634238,0.78,0.25,17.9,1,
1112,Tri-State,Tri-State Sweet Peas,35209851861,3.58,1.43,19.9,,1
1113,Tri-State,Tri-State New Potatos,60932289958,0.67,0.25,17.5,,
1114,Tri-State,Tri-State Beets,33651273846,3.42,1.2,20.6,1,1
1115,Tri-State,Tri-State Prepared Salad,52513608336,2.5,0.9,6.66,1,
1116,Tri-State,Tri-State Onions,91546927094,2.53,0.83,15.9,1,
1117,Tri-State,Tri-State Green Pepper,79647027850,3.64,1.42,12,1,1
1118,Tri-State,Tri-State Shitake Mushrooms,56939414143,2.93,1.44,11.9,1,
1119,Tri-State,Tri-State Lettuce,80375151038,3.17,1.55,7.66,1,
1120,Tri-State,Tri-State Elephant Garlic,50807433724,1.71,0.86,16.1,,
1121,Tri-State,Tri-State Red Pepper,43480936884,3.87,1.7,9.55,1,1
1122,Tri-State,Tri-State Garlic,49248855710,0.74,0.32,15.2,1,
1123,Tri-State,Tri-State Potatos,11160125136,1.96,0.92,8.17,,1
1124,Tri-State,Tri-State Cauliflower,64948769211,0.81,0.41,6.63,1,
1125,Tri-State,Tri-State Tomatos,86097804903,2.21,0.82,19.6,1,1
1126,Tri-State,Tri-State Mushrooms,30341256260,1.16,0.42,17.1,1,
1127,Tri-State,Tri-State Baby Onion,20728058218,2.62,1.02,12.8,,1
1128,Tri-State,Tri-State Dried Mushrooms,24209275841,2.61,1.04,17.6,1,
1129,Tri-State,Tri-State Fresh Lima Beans,49931713938,2.43,0.95,18.8,1,
1130,Tri-State,Tri-State Squash,22650697827,1.55,0.56,14,1,
1131,Tri-State,Tri-State Limes,41513032317,2.4,1.08,13.7,,
1132,Tri-State,Tri-State Firm Tofu,49567652344,1.66,0.51,13.6,,
1133,Tri-State,Tri-State Almonds,68382779955,1.54,0.6,17.5,1,1
1134,Tri-State,Tri-State Macintosh Apples,45675166249,1.82,0.67,21,1,
1135,Tri-State,Tri-State Golden Delcious Apples,69110903143,1.96,0.76,7.61,,1
1136,Tri-State,Tri-State Red Delcious Apples,15641055703,3.61,1.77,13.7,1,1
1137,Tri-State,Tri-State Lemons,32216688990,1.77,0.64,17.1,,
1138,Tri-State,Tri-State Fancy Plums,37984607815,2.44,0.78,13.7,1,1
1139,Tri-State,Tri-State Plums,89895877242,2.86,1.4,9.37,1,1
1140,Tri-State,Tri-State Peaches,64901562333,2.56,1.08,10.5,,1
1141,Tri-State,Tri-State Broccoli,86050598025,1.34,0.66,10.3,,
1142,Tri-State,Tri-State Mandarin Oranges,19077008366,2.95,1.36,15.2,,1
1143,Tri-State,Tri-State Mixed Nuts,99463810324,1.76,0.69,8.69,,
1144,Tri-State,Tri-State Canned Peanuts,79042897820,0.85,0.31,21.2,1,
1145,Tri-State,Tri-State Sweet Onion,38667466044,1.57,0.55,21.4,,
1146,Tri-State,Tri-State Cantelope,11386449933,2.57,0.98,18,1,
1147,Tri-State,Tri-State Honey Dew,96346654295,1.42,0.44,9.62,,
1148,Tri-State,Tri-State Fuji Apples,38303404450,2.69,0.83,13.1,,
1149,Tri-State,Tri-State Walnuts,92501375079,0.88,0.39,19.7,,1
1150,Tri-State,Tri-State Oranges,93695891499,3.19,1.53,9.1,1,
1151,Tri-State,Tri-State Tangerines,80544409155,0.62,0.31,15.6,1,1
1152,Tri-State,Tri-State Party Nuts,27074561715,2.63,1,13.6,1,
1153,Dual City,Dual City Lox,43650195002,0.52,0.19,18.8,1,
1154,Dual City,Dual City Scallops,49418113827,1.7,0.53,12.7,1,
1155,Horatio,Horatio Low Fat Cookies,11329383254,1.88,0.81,16.1,,
1156,Horatio,Horatio BBQ Potato Chips,76335068345,1.82,0.8,9.16,1,1
1157,Horatio,Horatio Corn Chips,97484104037,3.36,1.65,20.4,1,
1158,Horatio,Horatio Low Fat BBQ Chips,41727555394,1.32,0.49,14.2,,1
1159,Horatio,Horatio Sugar Cookies,32114357352,3.78,1.4,16.7,1,1
1160,Horatio,Horatio Chocolate Chip Cookies,90476403832,2.76,0.88,11,1,1
1161,Horatio,Horatio Fudge Cookies,50100972056,3.59,1.76,11.8,,
1162,Horatio,Horatio Fudge Brownies,22819955945,1.59,0.49,6.18,1,1
1163,Horatio,Horatio Potato Chips,17780160307,0.82,0.35,16.4,1,
1164,Horatio,Horatio Lemon Cookies,49736910462,1.71,0.79,17.1,1,1
1165,Horatio,Horatio Graham Crackers,13934881091,2.82,0.96,18.3,1,
1166,Horatio,Horatio Cheese Crackers,15129397511,2.21,1.11,18.5,,
1167,Horatio,Horatio Buttered Popcorn,38565134406,2.35,1.08,17.8,1,
1168,Horatio,Horatio No Salt Popcorn,75095286965,3.82,1.68,18.5,1,
1169,Horatio,Horatio Low Fat Popcorn,32649618983,2.98,1.13,15.1,,
1170,Horatio,Horatio Salsa Dip,38417537808,2.65,0.9,21.8,1,
1171,Horatio,Horatio Avocado Dip,90328807234,3.18,1.18,12,,1
1172,Horatio,Horatio Salted Pretzels,65334492325,2.77,1.22,18.7,,
1173,Horatio,Horatio Cheese Dip,86483528017,2.31,1.13,7.04,,
1174,Horatio,Horatio Fondue Mix,30726979374,2.27,0.82,19.6,,
1175,Horatio,Horatio Mini Donuts,21113781332,1.73,0.55,7.57,1,
1176,Horatio,Horatio Beef Jerky,90692868828,1.71,0.84,9.63,1,1
1177,Horatio,Horatio Chocolate Donuts,50317437052,1.54,0.62,8.44,,1
1178,Horatio,Horatio Low Fat Chips,11555708050,3.78,1.78,10.5,,
1179,Horatio,Horatio Sesame Crackers,96515912413,2.63,1.1,12.6,,
1180,Horatio,Horatio Frosted Cookies,38472662568,3.9,1.68,10.6,1,
1181,Horatio,Horatio Dried Apples,92670633196,1.77,0.64,20.9,1,
1182,Horatio,Horatio Apple Fruit Roll,69963019490,1.4,0.59,7.87,,
1183,Horatio,Horatio Strawberry Fruit Roll,27300886511,1.54,0.69,7.71,1,1
1184,Horatio,Horatio Raspberry Fruit Roll,63831039071,2.84,1.19,11.1,,1
1185,Horatio,Horatio Grape Fruit Roll,56504542231,1.35,0.51,16.4,1,
1186,Horatio,Horatio Dried Dates,62272461056,1.68,0.55,9.01,1,
1187,Horatio,Horatio Raisins,12966689467,2.2,1.03,17.9,1,
1188,Horatio,Horatio Golden Raisins,77972374558,1.79,0.77,18.6,1,1
1189,Horatio,Horatio Dried Apricots,99121410250,0.76,0.25,12.4,,
1190,Horatio,Horatio Frosted Donuts,19462731480,1.3,0.55,11.8,,1
1191,Musial,Musial Tasty Candy Bar,99849533438,2.1,0.95,19.7,1,
1192,Musial,Musial Mint Chocolate Bar,13330751061,0.98,0.32,13.5,,1
1193,Musial,Musial Malted Milk Balls,62955319285,0.89,0.43,13.8,,1
1194,Musial,Musial Semi-Sweet Chocolate Bar,11772173047,2.81,1.15,19.6,,
1195,Musial,Musial Bubble Gum,30634507536,1.66,0.56,8.49,1,
1196,Musial,Musial Spicy Mints,27472086548,2.92,1.26,14.6,,
1197,Musial,Musial Mints,81670057177,3.14,1.29,10.3,,
1198,Musial,Musial White Chocolate Bar,58962443470,3.43,1.3,16,,
1199,Colossal,Colossal Ravioli,16300310492,2.56,1.08,8.6,,1
1200,Colossal,Colossal Manicotti,52830463051,1.87,0.58,14.7,1,
1201,Colossal,Colossal Spaghetti,45503966212,3.37,1.65,21.9,1,
1202,Colossal,Colossal Thai Rice,51271885037,3.94,1.77,14.3,1,
1203,Colossal,Colossal Rice Medly,37085284590,1.46,0.53,15,1,1
1204,Portsmouth,Portsmouth Imported Beer,78188839554,2.16,0.99,16.2,1,
1205,Portsmouth,Portsmouth Light Wine,88120834231,2.6,1.07,19.3,,
1206,Portsmouth,Portsmouth Chardonnay Wine,98462155461,3.43,1.23,8.41,,
1207,Portsmouth,Portsmouth Chablis Wine,88848957419,1.89,0.76,21.2,1,
1208,Portsmouth,Portsmouth Merlot Wine,92330175042,2.87,1.41,10.3,1,
1209,Portsmouth,Portsmouth Chardonnay,51954743266,2.7,0.84,13.1,1,
1210,Portsmouth,Portsmouth White Zinfandel Wine,90771597027,1.7,0.83,11.2,1,
1211,Portsmouth,Portsmouth Light Beer,19633931517,3.79,1.74,16.3,1,
1212,Sphinx,Sphinx Pumpernickel Bread,27688551545,0.53,0.22,8.16,1,1
1213,Sphinx,Sphinx White Bread,15788652300,2.93,1,18.9,1,
1214,Sphinx,Sphinx Rye Bread,47698195576,1.32,0.58,17.8,,
1215,Sphinx,Sphinx English Muffins,95036062598,1.46,0.5,6.26,1,1
1216,Sphinx,Sphinx Cranberry Muffins,41566215157,2.11,0.93,13.8,,1
1217,Sphinx,Sphinx Muffins,34239718317,1.27,0.61,18.1,,
1218,Sphinx,Sphinx Bagels,40007637143,1.83,0.77,16,1,
1219,Sphinx,Sphinx Blueberry Muffins,91918906569,2.36,1.11,7.55,1,1
1220,Sphinx,Sphinx Wheat Bread,66924591660,1.95,0.94,10.1,1,1
1221,Plato,Plato Sesame Oil,88073627352,1.49,0.66,21.7,,1
1222,Plato,Plato Chunky Peanut Butter,32317078709,2.45,0.93,12,1,1
1223,Plato,Plato Hot Chocolate,77584709525,0.59,0.29,17.3,,1
1224,Plato,Plato Brown Sugar,81065927147,1.24,0.41,10.2,,
1225,Plato,Plato White Sugar,40690495371,1.72,0.74,11.4,,
1226,Plato,Plato French Roast Coffee,79507349133,2.96,1.01,9.43,1,
1227,Plato,Plato Decaf Coffee,98369683623,2.81,0.87,6.23,1,
1228,Plato,Plato Regular Coffee,16424303650,2.19,0.99,6.78,,
1229,Plato,Plato Vegetable Oil,94524404406,1.3,0.44,14.5,1,
1230,Plato,Plato Corn Oil,71816790699,0.77,0.25,13.4,1,1
1231,Plato,Plato Tomato Sauce,29154657721,3.71,1.19,11.8,,
1232,Plato,Plato Canola Oil,52999721169,1.13,0.4,7.95,,
1233,Plato,Plato Grape Preserves,45673224329,0.73,0.34,20.9,,1
1234,Plato,Plato Columbian Coffee,51441143155,0.56,0.25,16.7,,
1235,Plato,Plato Strawberry Jelly,13352412581,1.38,0.65,14.9,1,
1236,Plato,Plato Pepper,78358097672,3.32,1.43,16.5,1,1
1237,Plato,Plato Low Fat Apple Butter,99507133364,2.75,1.13,9.02,,1
1238,Plato,Plato Salt,43750584721,1.47,0.47,14.8,1,1
1239,Plato,Plato Apple Butter,34137386679,2.28,0.75,12.7,1,
1240,Plato,Plato Oregano,92499433159,2.26,0.72,15.7,1,
1241,Plato,Plato Apple Jelly,28221871256,2.98,0.95,6.42,,
1242,Plato,Plato Grape Jam,90940855145,1.98,0.61,19.9,,
1243,Plato,Plato Apple Jam,19803189635,1.18,0.54,9.7,1,1
1244,Plato,Plato Strawberry Jam,27857809662,1.21,0.47,19,1,
1245,Plato,Plato Creamy Peanut Butter,15957910418,2.32,0.77,18.3,,1
1246,Plato,Plato Strawberry Preserves,83250296711,1.54,0.51,14.5,1,
1247,Plato,Plato Extra Chunky Peanut Butter,16686033606,1.68,0.6,19.3,1,
1248,Plato,Plato Apple Preserves,77118316292,3.33,1.07,12.6,1,
1249,Plato,Plato Grape Jelly,34672648310,1.48,0.47,9.3,1,1
1250,Skinner,Skinner Berry Juice,40440567135,2.16,0.73,9.17,,
1251,Skinner,Skinner Mango Drink,92351836562,3.58,1.47,11.4,1,
1252,Skinner,Skinner Strawberry Drink,67357521653,2.28,1,21.8,,
1253,Skinner,Skinner Cream Soda,88506557345,1.71,0.51,8.77,1,
1254,Skinner,Skinner Diet Soda,32750008702,3.67,1.61,8.31,1,
1255,Skinner,Skinner Cola,23136810660,1.24,0.42,20.7,1,
1256,Skinner,Skinner Diet Cola,26618028283,1.22,0.5,15.2,1,
1257,Skinner,Skinner Orange Juice,52340466380,1.94,0.72,7.87,1,
1258,Skinner,Skinner Cranberry Juice,80731294751,0.61,0.25,15.2,,
1259,Skinner,Skinner Apple Juice,99593629240,2.14,0.94,14.7,1,
1260,Skinner,Skinner Apple Drink,17648249268,0.67,0.33,7.11,,1
1261,Johnson,Johnson Oatmeal,95748350024,0.6,0.29,18.3,1,1
1262,Johnson,Johnson Corn Puffs,73040736317,0.76,0.27,11.1,,1
1263,Johnson,Johnson Wheat Puffs,96476473212,0.83,0.28,10.5,,1
1264,Johnson,Johnson Grits,43006625771,2.35,1.03,21.2,,1
1265,Pleasant,Pleasant Canned Beets,59582259058,0.72,0.26,9.71,1,
1266,Pleasant,Pleasant Creamed Corn,65350177884,1.18,0.47,10,,
1267,Pleasant,Pleasant Canned String Beans,16044406294,1.6,0.67,7.5,1,
1268,Pleasant,Pleasant Chicken Soup,81050091385,1.3,0.59,20.5,,1
1269,Pleasant,Pleasant Canned Yams,12199127078,3.97,1.51,11.5,,
1270,Pleasant,Pleasant Vegetable Soup,46442578434,2.69,1.02,20.5,1,
1271,Pleasant,Pleasant Canned Tomatos,36829380393,3.5,1.68,6.12,1,1
1272,Pleasant,Pleasant Noodle Soup,16408467888,2.48,0.89,18.2,,1
1273,Pleasant,Pleasant Regular Ramen Soup,66033036112,3.31,1.09,12.5,1,1
1274,Pleasant,Pleasant Chicken Noodle Soup,38752020001,1.31,0.55,20.2,1,
1275,Pleasant,Pleasant Turkey Noodle Soup,33712224364,1.17,0.48,13.5,1,
1276,Pleasant,Pleasant Beef Soup,96647673249,1.43,0.57,16.9,1,
1277,Pleasant,Pleasant Canned Peas,60845643877,2.54,1.27,19.9,1,
1278,Pleasant,Pleasant Chicken Ramen Soup,62040160298,2.82,1.27,20.2,1,1
1279,Pleasant,Pleasant Canned Tuna in Water,85475897192,2.96,0.95,6.41,1,
1280,Pleasant,Pleasant Canned Tuna in Oil,32006049752,1.37,0.67,8.91,1,
1281,Pleasant,Pleasant Large Canned Shrimp,48581683039,2.77,0.89,16,,1
1282,Pleasant,Pleasant Fancy Canned Anchovies,54349601864,3.44,1.14,9.42,1,1
1283,Pleasant,Pleasant Fancy Canned Clams,16260871291,0.79,0.3,9.65,1,
1284,Pleasant,Pleasant Fancy Canned Oysters,81266556382,2.43,1.17,8.46,,
1285,Pleasant,Pleasant Fancy Canned Sardines,91198551058,1.87,0.69,13.2,1,1
1286,Pleasant,Pleasant Rice Soup,35442002415,0.9,0.41,14,1,1
1287,Toucan,Toucan Canned Mixed Fruit,25828804373,1.4,0.63,17.9,1,1
1288,Toucan,Toucan Canned Peaches,95407891869,1.38,0.63,16.8,,
1289,Toretti,Toretti Rosy Sunglasses,55032460093,1.21,0.54,18.9,,
1290,Framton,Framton Eyeglass Screwdriver,27751443982,3.21,1.41,19.8,1,
1291,Framton,Framton City Map,22711648344,2.3,1.1,20.7,1,
1292,Booker,Booker Low Fat Cottage Cheese,54668398499,3.33,1.6,18.5,,
1293,Booker,Booker Low Fat Sour Cream,49581395983,1.44,0.46,8.25,,1
1294,Booker,Booker Sour Cream,50775912404,1.72,0.77,6.75,1,1
1295,Booker,Booker Jack Cheese,74211649298,1.85,0.93,14.8,1,
1296,Booker,Booker Muenster Cheese,20741801857,2.51,0.95,14.1,1,
1297,Booker,Booker String Cheese,37317435145,1.66,0.53,21.6,1,
1298,Booker,Booker Low Fat String Cheese,43085353970,1.34,0.43,6.3,1,
1299,Booker,Booker Havarti Cheese,94996623396,2.76,1.16,13.8,1,1
1300,Booker,Booker Head Cheese,70002308487,1.45,0.54,17.3,1,
1301,Booker,Booker Cheese Spread,91151344180,0.94,0.43,8.42,1,
1302,Booker,Booker Sharp Cheddar Cheese,24177754521,1.85,0.74,11.9,1,1
1303,Booker,Booker Mild Cheddar Cheese,14564556479,0.68,0.25,12.2,,
1304,Booker,Booker Large Curd Cottage Cheese,84143643975,0.67,0.23,7.43,,1
1305,Booker,Booker 2% Milk,43768212199,0.57,0.28,16.3,,
1306,Booker,Booker Buttermilk,16487196087,2.47,0.86,13.1,,
1307,Booker,Booker Chocolate Milk,11447400450,1.32,0.55,18.6,1,
1308,Booker,Booker 1% Milk,43404150605,2.58,1.16,18.3,,
1309,Booker,Booker Whole Milk,97602121233,3.46,1.28,15.1,1,
1310,Booker,Booker Strawberry Yogurt,74894507527,3.98,1.27,20.9,,
1311,Booker,Booker Blueberry Yogurt,85645155310,3.22,1.19,21.7,,1
1312,Lake,Lake Chicken Hot Dogs,32175307869,1.53,0.75,12.3,,1
1313,Lake,Lake Pimento Loaf,24848811030,3.92,1.92,19.4,1,1
1314,Lake,Lake Beef Bologna,30616729855,0.64,0.26,7.79,1,1
1315,Lake,Lake Low Fat Bologna,16430129408,1.78,0.75,14.4,,1
1316,Lake,Lake Turkey Hot Dogs,81435814499,0.71,0.22,17,1,1
1317,Lake,Lake Foot-Long Hot Dogs,12584850192,2.26,0.95,9.54,1,1
1318,Lake,Lake Low Fat Cole Slaw,22926171422,0.93,0.34,14.4,1,
1319,Lake,Lake Cole Slaw,92095932364,1.68,0.59,13.2,,1
1320,Lake,Lake Roasted Chicken,95577149987,2.66,1.2,21.2,,1
1321,Lake,Lake Corned Beef,55201718211,2.49,1,16.9,1,
1322,Lake,Lake Sliced Turkey,94018571972,3.2,1.02,6.66,,1
1323,Lake,Lake Sliced Ham,22880906462,2.94,1.03,10.5,1,1
1324,Lake,Lake Potato Salad,54837656617,3.31,1.46,13.5,,
1325,Lake,Lake Sliced Chicken,19035627245,1.43,0.7,12.8,,1
1326,Giant,Giant Small Brown Eggs,86328013539,1.71,0.77,9.05,,1
1327,Giant,Giant Large Brown Eggs,43665880560,3.84,1.61,18.8,,
1328,Giant,Giant Small Eggs,21174731850,2.26,0.75,12.2,,1
1329,Giant,Giant Large Eggs,13848235011,1.65,0.78,19.8,1,1
1330,Giant,Giant Egg Substitute,19616153836,1.33,0.48,10.9,1,1
1331,Carrington,Carrington Low Fat Waffles,95429553389,2.74,0.85,10.3,1,
1332,Carrington,Carrington Orange Popsicles,46533108353,0.69,0.21,14.7,1,
1333,Carrington,Carrington Frozen Chicken Breast,91584274172,0.93,0.43,9.92,1,1
1334,Carrington,Carrington Frozen Pancakes,11925595402,1.84,0.55,19.7,1,
1335,Carrington,Carrington Low Fat French Fries,92312397360,2.41,0.94,8.15,,
1336,Carrington,Carrington Frozen Sausage Pizza,95793614983,3.39,1.53,18.8,1,
1337,Carrington,Carrington Blueberry Waffles,20035340189,0.57,0.21,7.64,,1
1338,Carrington,Carrington Fajita French Fries,58852193951,2.22,0.67,16.1,1,
1339,Carrington,Carrington Waffles,77714528441,1.31,0.5,10.4,1,1
1340,Carrington,Carrington Frozen Pepperoni Pizza,85769148468,2.57,1.18,12.1,1,1
1341,Carrington,Carrington Frozen Cheese Pizza,73869249224,3.45,1.66,19.2,1,1
1342,Carrington,Carrington Frozen Mushroom Pizza,51161635518,3.73,1.34,18.5,,
1343,Carrington,Carrington Apple Cinnamon Waffles,98499502539,2.87,0.89,13.7,1,1
1344,Carrington,Carrington Frozen Carrots,45029655098,1.52,0.58,9.89,1,
1345,Carrington,Carrington Turkey TV Dinner,37703158259,3.68,1.77,10.2,,1
1346,Carrington,Carrington Chicken TV Dinner,98351905941,2.35,0.89,9.06,1,
1347,Carrington,Carrington Beef TV Dinner,60263175368,1.77,0.83,21.2,1,1
1348,Carrington,Carrington Pancake Mix,35268860459,2.47,0.91,14.5,,1
1349,Carrington,Carrington Grape Popsicles,56417896151,2.9,1.13,12.5,,1
1350,Carrington,Carrington Home Style French Fries,90661347508,0.92,0.45,6.87,,
1351,Carrington,Carrington Lime Popsicles,81048149466,1.67,0.62,20.2,,
1352,Carrington,Carrington Ice Cream,84529367089,2.65,1.19,17.7,1,1
1353,Carrington,Carrington Ice Cream Sandwich,44153935313,2.24,1.03,13.9,1,
1354,Carrington,Carrington Frozen Cauliflower,47851617932,1.48,0.55,9.18,,
1355,Carrington,Carrington Frozen Broccoli,66713952422,0.63,0.24,17.2,1,
1356,Carrington,Carrington Frozen Corn,74768572449,1.6,0.66,11.9,,
1357,Carrington,Carrington Frozen Peas,62868673205,2.71,1.19,21.8,1,1
1358,Carrington,Carrington Popsicles,40161059498,2.1,0.97,11.5,,
1359,Carrington,Carrington Frozen Chicken Thighs,87498926520,1.24,0.55,21.5,1,1
1360,Carrington,Carrington Frozen Chicken Wings,34029079079,2.42,1.09,9.4,,1
1361,Carrington,Carrington Lemon Popsicles,26702582240,1.81,0.58,11.5,1,
1362,Hilltop,Hilltop Silky Smooth Hair Conditioner,87351329922,1.49,0.46,13.1,,
1363,Hilltop,Hilltop Tartar Control Toothpaste,49262599349,2.66,0.82,8.5,,
1364,Hilltop,Hilltop Whitening Toothpast,24268284440,1.6,0.53,19.8,1,
1365,Hilltop,Hilltop Toothpaste,45417320132,0.53,0.24,6.18,1,
1366,Hilltop,Hilltop Deodorant,79660771489,2.76,1.32,17.2,,
1367,Hilltop,Hilltop Conditioning Shampoo,70047573447,3.57,1.79,16.3,,
1368,Hilltop,Hilltop Extra Moisture Shampoo,73528791069,3.55,1.24,18.6,1,
1369,Hilltop,Hilltop Angled Toothbrush,99251229166,3.38,1.08,13.7,1,
1370,Hilltop,Hilltop Apricot Shampoo,71970213055,2.38,1.17,16,1,
1371,Hilltop,Hilltop Childrens Aspirin,78147458434,2.47,1.01,6.4,1,
1372,Hilltop,Hilltop Buffered Aspirin,86202078461,2.49,0.95,6.49,1,
1373,Hilltop,Hilltop 200 MG Ibuprofen,74302179217,3.6,1.37,8.77,1,
1374,Hilltop,Hilltop 200 MG Acetominifen,51594565510,2.89,1.42,18.9,1,
1375,Hilltop,Hilltop HCL Nasal Spray,75030302405,2.13,0.77,21.1,1,
1376,Hilltop,Hilltop Dishwasher Detergent,45462585091,1.68,0.79,21.5,1,
1377,Hilltop,Hilltop Multi-Symptom Cold Remedy,38136088252,2.83,1.33,10.6,1,
1378,Hilltop,Hilltop Childrens Cold Remedy,43904007077,0.73,0.37,12.9,1,
1379,Hilltop,Hilltop Laundry Detergent,95815276503,1.92,0.94,9.26,,
1380,Hilltop,Hilltop Mint Mouthwash,35438118577,3.62,1.41,19.3,,
1381,Sunset,Sunset 60 Watt Lightbulb,56587154269,2.17,1.06,21.6,,
1382,Sunset,Sunset Plastic Forks,90830605626,1.13,0.51,21.7,1,
1383,Sunset,Sunset Plastic Spoons,81217407584,2.59,1.06,19,,
1384,Sunset,Sunset Plastic Knives,84698625206,2.57,1.21,13.1,,
1385,Sunset,Sunset C-Size Batteries,20421063303,2.4,0.77,14.5,1,
1386,Sunset,Sunset 100 Watt Lightbulb,83140047192,1.64,0.56,16.7,1,
1387,Sunset,Sunset AAA-Size Batteries,12002381682,3.49,1.15,10.9,1,
1388,Sunset,Sunset Paper Plates,20057001709,1.75,0.75,13.2,1,
1389,Sunset,Sunset Paper Cups,63037931323,2.63,0.89,13.6,1,
1390,Sunset,Sunset 75 Watt Lightbulb,40330317616,1.91,0.88,18.7,1,
1391,Sunset,Sunset Toilet Bowl Cleaner,63766054511,1.16,0.49,20.9,1,
1392,Sunset,Sunset Counter Cleaner,10296207070,0.83,0.4,21,,
